Author,Article title,Issue,Date,Subject location,Subject keywords,URL
"Brown, Tony",Aliens in Caerphilly: the short stories of Thomas Morris,228,Nov-17,Caerphilly,literature;Thomas Morris,https://www.planetmagazine.org.uk/planet-online/228/short-stories-thomas-morris
"Williams, Frances",Illness from the inside out,228,Nov-17,Sherman Theatre,review;mental health;Gods and Kings;National Theatre Wales; Mind Cymru;Sherman Theatre;Paul Whittaker,https://www.planetmagazine.org.uk/planet-online/228/frances-williams
"Jones, Huw David",Re-opened doors and hidden masterpieces,228,Nov-17,Glynn Vivian Art Gallery;Swansea,art galleries;visual culture;Glynn Vivian Art Gallery;art,https://www.planetmagazine.org.uk/planet-online/228/huw-david-jones
Meg Elis,Dwyieithrwydd,228,Nov-17,north Wales,bilingualism; Welsh Keywords (series);,https://www.planetmagazine.org.uk/planet-online/228/Welsh-Keywords-Dwyieithrwydd
"Lloyd, David",Striking Gold (After the 2016 US presidential election),228,Nov-17,USA,poem;,poem;
"Meredith, Christopher",Air Camera,228,Nov-17,,poem;,poem;
"Blewitt, Emily",The men in my family,228,Nov-17,,poem;,poem;
"Manning, Polly",A world of gap years and gilt frames,228,Nov-17,Oxford University;Swansea;,Oxbridge;high education;Planet Young Writers (series);,https://www.planetmagazine.org.uk/planet-online/228/A-World-of-Gap-Years-and-Gilt-Frames
"Thompson, Zoe Brigley",Maesteg to Bridgend (via Llangynwyd),228,Nov-17,Maesteg;Bridgend;Llangynwyd,infrastructure;Reading between the lines (series);,https://www.planetmagazine.org.uk/planet-online/228/Reading-Between-the-Lines
"Gramich, Eluned",Brexit: the brutal business of citizenship,229,Feb-18,Cardiff;Germany;,Brexit;EU;citizenship;exile,https://www.planetmagazine.org.uk/planet-online/229/BrexittheBrutalBusinessofCitizenship
"Trezise, Rachel",Wales a zombie nation? Rachel Trezise interviews Michael Sheen,229,Feb-18,Port Talbot;Hollywood;Aberavon Beach,Michael Sheen;socialism,https://www.planetmagazine.org.uk/planet-online/229/RachelTreziseinterviewsMichaelSheen
"Parcerisas, Francesc",Follow the sap through the branches: the role of the writer after the Catalan referendum,229,Feb-18,Catalonia,Catalonian independence; referendum;languages,https://www.planetmagazine.org.uk/planet-online/229/Follow-the-Sap-Through-the-Branches
"Kulek, Ciwanmerd",Building our Country Word by Word,229,Feb-18,Kurdistan,Kurdish independence;referendum;Mabinogi;Kurdish language,https://www.planetmagazine.org.uk/PlanetOnline/229/BuildingourCountryWordbyWord
"Green, Andrew",Nova 2017,229,Feb-18,Royal Cambrian Academy;Conwy,contemporary art;review,https://www.planetmagazine.org.uk/planet-online/229/andrew-green
"James, Eleri Hedd",R.M. (Bobi) Jones (1929-2017),229,Feb-18,Roath;Aberystwyth,R.M. (Bobi) Jones (1929-2017);obituary,https://www.planetmagazine.org.uk/planet-online/229/eleri-hedd-james
"Keehan, Bridget",Wales: becoming a penal colony?,229,Feb-18,Wales;Cardiff,prisons;criminal justice,https://www.planetmagazine.org.uk/planet-online/229/Wales-Becoming-a-Penal-Colony
Steven Thompson,Anabledd,229,Feb-18,Aberystwyth,disability;Welsh Keywords (series);,https://www.planetmagazine.org.uk/planet-online/229/Welsh-Keywords-Anabledd
"Blewitt, Emily",Four-Minute Warning,229,Feb-18,,poem;,poem;
"Hooker, Jeremy","Skylarks, cromlech (For Christopher Meredith)",229,Feb-18,,poem;,poem;
"Wallace, Diana",Mother Tongue,229,Feb-18,,short story;,https://www.planetmagazine.org.uk/planet-online/229/Mother-Tongue
"Stevenson, Peter",Carmarthen to Aberystwyth,229,Feb-18,Carmarthen;Aberystwyth,infrastructure;Reading between the lines (series);,https://www.planetmagazine.org.uk/planet-online/229/ReadingBetweentheLines
"Sandler, Helen",You are not welcome - travels through gentrification from the Floating City to Cardigan Bay,230,May-18,Venice;Berlin;Cardigan Bay,gentrification;cities;tourism,https://www.planetmagazine.org.uk/planet-online/230/helen-sandler
"Von Rothkirch, Alyce",The meaning of home or the five stages of Brexit,230,May-18,Swansea;Wiesbaden,home;Brexit;grief,https://www.planetmagazine.org.uk/planet-online/230/alyce-von-rothkirch
"Williams, Darren;Evans, Jill",Why We Need an Anti-War Government,230,May-18,Cardiff;London,war;militarism,https://www.planetmagazine.org.uk/planet-online/230/darren-williams-jill-evans
"Harris, Jamie",How many hours to zero?,230,May-18,Swansea Bay;Wylfa B,nuclear power;energy,https://www.planetmagazine.org.uk/planet-online/230/jamie-harris
"Arthur, Len",Hazard: bad employer,230,May-18,Wales;Scotland,employment rights;trade unions,https://www.planetmagazine.org.uk/planet-online/230/len-arthur
"Lloyd-Morgan, Ceridwen",More Than a Patrician with a Palette Knife,230,May-18,National Library of Wales,art;Kyffin Williams;exhibitions,https://www.planetmagazine.org.uk/planet-online/230/Ceridwen-Lloyd-Morgan
"Jones, Rhian E.",Sunken Cities and Shrieks of Sax,230,May-18,Wales;,music;Gwenno;Manic Street Preachers;Gruff Rhys;Britishness;Welshness;minority languages,https://www.planetmagazine.org.uk/planet-online/230/rhian-e-jones
Lisa Sheppard,Mamiaith,230,May-18,Cardiff,languages;Welsh Keywords (series);,https://www.planetmagazine.org.uk/planet-online/230/Welsh-Keywords-Mamiaith
"Edwards, Jonathan",My village as a tourist attraction,230,May-18,,poem;,poem;
"Ameer, Abeer",Detail,230,May-18,Karrada;Baghdad,poem;,poem;
"Elfyn, Menna",Carmarthen to Pembroke Dock,230,May-18,Carmarthen;Pembroke Dock,infrastructure;Reading between the lines (series);,https://www.planetmagazine.org.uk/planet-online/230/menna-elfyn
"McKeand, Sophie",Understanding the Void: Drug Law Reform & Libertarianism,231,Nov-18,North Wales,drugs; law; police;,https://www.planetmagazine.org.uk/planet-online/232/sophie-mckeand
"Antoniw, Mick",New seams of solidarity,231,Nov-18,Ukraine,coalfields; refugees,https://www.planetmagazine.org.uk/planet-online/232/mickantoniwam
"Williams, Charlotte",A question of literary activism - writing black Wales,231,Nov-18,"Cardiff, Cape Verde",literautre; BME,https://www.planetmagazine.org.uk/planet-online/232/Charlotte-Williams
"Byrne, Aidan",The Virual Celt,231,Nov-18,Wales;Ireland,video-games;Celticity,https://www.planetmagazine.org.uk/planet-online/232/aidan-byrne
"Parker, Mike",The news where you are - reflections on the Welsh Media,231,Nov-18,Wales; Llandaff;,media;BBC;S4C,https://www.planetmagazine.org.uk/planet-online/232/mike-parker
"Webster, Catrin",A city of making - reflections on the Swansea arts scene,231,Nov-18,Swansea,art;performance;cities;gentrification,https://www.planetmagazine.org.uk/planet-online/232/catrin-webster
"French, Paddy",Untroubled waters?,231,Aug-18,Wales;Liverpool;Capel Celyn;Tryweryn,Welsh Water;privatisation;not-for-profit,https://www.planetmagazine.org.uk/planet-online/231/paddy-french
"Contsantine, Mary-Ann",A magnificent badge of our subjection'? Castle tourism and the histories of Wales,231,Aug-18,Wales;,Castles;tourism,https://www.planetmagazine.org.uk/planet-online/231/mary-ann-constantine
"Leeworthy, Daryl",What would Nye do? A future direction for Welsh Labour,231,Aug-18,Wales;,politics;Labour Party,https://www.planetmagazine.org.uk/planet-online/231/daryl-leeworthy
"Ashton, Catrin",All mothers are working mothers,231,Aug-18,Bedlinog;Cefn Gelligaer;Italy,women;working mothers;Marxism;,https://www.planetmagazine.org.uk/planet-online/231/catrin-ashton
"Williams, Frances","Café Cultures: Pontio, Storiel and Structures of Feeling",231,Aug-18,Bangor (Wales),cafes;Bangor;Welshness;womanhood;Raymond Williams;Pierre Bourdieu;memory,https://www.planetmagazine.org.uk/planet-online/231/frances-williams
"Mazelis, Jo",Inside and Outside a Tradition: a review of ‘Women Behind the Lens’,231,Aug-18,National Museum Cardiff,women;photography;,https://www.planetmagazine.org.uk/planet-online/231/jo-mazelis
Daniel G. Williams,Dinasyddiaeth,231,Aug-18,Swansea,citizenship;Welsh Keywords (series);,https://www.planetmagazine.org.uk/planet-online/231/daniel-g-williams
"Griffiths, Steve",Industry and Purpose Dalston 1991,231,Nov-18,Dalston,poem;,poem;
"Ngalle, Eric Charles",Warnings to a Stubborn Child,231,Aug-18,Cameroon,poem;,poem;
"Jenkins, Mike",From Aberfan t Grenfell,231,Aug-18,Aberfan;Grenfell,poem;,poem;
"Manfredino, Carla",Sheila's Glad,231,Aug-18,,short story;,https://www.planetmagazine.org.uk/planet-online/231/Carla-Manfredino
"Brown, Rebecca",Every nation needs a narrative,231,Nov-18,Wales; USA,postmodernism;nations;Planet Young Writers (series);,https://www.planetmagazine.org.uk/planet-online/232/rebecca-brown
"Evans, Dan",Porthcawl to Cardiff Bay,231,Nov-18,Porthcawl;Cardiff Bay;Whitchurch,infrastructure;Reading between the lines (series);,https://www.planetmagazine.org.uk/planet-online/232/dan-evans
"Jones, Angharada Penryn",Machynlleth to Aberystwyth,231,Aug-18,Aberystwyth;Machynlleth,infrastructure;Reading between the lines (series);,https://www.planetmagazine.org.uk/planet-online/231/angharad-penrhyn-jones
Jane Aaron,Teulu,232,Nov-18,,family;Welsh Keywords (series);,https://www.planetmagazine.org.uk/planet-online/232/jane-aaron
"Dix, Hywel","All Alone in Icy Seas: Wales, Brexit and Nordic Noir",233,Feb-19,Norway;Sweden;Denmark;Finland;Wales,,https://www.planetmagazine.org.uk/planet-online/233/hywel-dix
"Evans, Dan",Ambassadors for a Travelling Statelet: Fan Culture at Home and Away,233,Feb-19,Cardiff Arms Park;Germany;Romania,Football;travel;,https://www.planetmagazine.org.uk/planet-online/233/dan-evans
"Griffiths, Rajvi Glasbrook","‘A Tough Life Needs A Tough Language’ Creativity, Inequality and the New Curriculum",233,Feb-19,,eduction;national curriculum;arts eduction,https://www.planetmagazine.org.uk/planet-online/233/rajvi-glasbrook-griffiths
"Hopwood, Mererid","Reclaim our Land, Sea and Sky: The Welsh Peace Movement",233,Feb-19,Wales;UK;,peace movement;commemoration;First World War,https://www.planetmagazine.org.uk/planet-online/233/mererid-hopwood
"Jones, Huw David","Art Review, Artes Mundi 8",233,Feb-19,"National Museum, Cardiff",Artes Mundi 8;contemporary art;,https://www.planetmagazine.org.uk/planet-online/233/huw-david-jones
"Jones, Ffion","Theatre review, Nyrsys",233,Feb-19,,theatre;NHS;nursing,https://www.planetmagazine.org.uk/planet-online-233-ffion-jones
Sara Peacock,Dysgwr,233,Feb-19,Cardiff,language;Welsh Keywords (series);,https://www.planetmagazine.org.uk/planet-online/233/sara-peacock
"Hopwood, Mererid",Wedi Cad Coludd ar Ddrain' Cynddelw Brydydd Mawr,233,Feb-19,,poem;,poem;
"Rhys, Tracy",The Mud Service,233,Feb-19,,poem;,poem;
"Byapari, Manoranjan;Ramaswamy, V. (trans.)",The Times,233,Feb-19,Bangladesh;West Bengal;,short story;,https://www.planetmagazine.org.uk/planet-online/233/manoranjan-byapari
"Hughes, Tristan","Flint to Valley, The Dragon and the Island",233,Feb-19,Flint;Valley;Prestatyn,infrastructure;Reading between the lines (series);,https://www.planetmagazine.org.uk/planet-online/233/tristan-hughes
"Timms, Deian",Beyond Great Powers and Big Labels: Soundtracks to Independence,234,May-19,Wales;Scotland;Cornwall;Hungary;Paris,music;record labels,https://www.planetmagazine.org.uk/planet-online/234/deian-timms
"Joseph, Mike",Windrush and Other Immigrants: A Tale of Connections,234,May-19,Germany;Cardiff;Jamaica;Liverpool;Manchester,migration;violence;Windrush,https://www.planetmagazine.org.uk/planet-online/234/mike-joseph
"Arikan, Meltem",When Wales Wrapped Herself Around Me,234,May-19,Gezi Park;Brecon;,theatre;walking;migration,https://www.planetmagazine.org.uk/planet-online/234/meltem-arikan
"Gorman, Damian",Field Notes: A process and a poem,234,May-19,Derry;Newcastle County Down;New Quay,The Troubles;poetry,https://www.planetmagazine.org.uk/planet-online/234/damian-gorman
"Daffin, Jen ;Evans, Rachel;Swift, Naomi;Waters, Cerith",Austerity Hurts: How Psychology Can Help Us Understand the Cost of Poverty,234,May-19,South Wales,austerity;psychology;mental health;poverty;policy,https://www.planetmagazine.org.uk/planet-online/234/psychologists-social-change-south-wales
"Huws, Catrin Fflur",Sex Drugs and the Electoral Roll,234,May-19,National Assembly;,elections;voting age;Welsh Assembly,https://www.planetmagazine.org.uk/planet-online/234/catrin-fflur-huws
"Gramich, Eluned",A Dancing Clod of Earth,234,May-19,National Library of Wales;Senedd Cardiff Bay;Swansea Museum;Galeri Caernarfon,art;literature;cartography;,https://www.planetmagazine.org.uk/planet-online/234/eluned-gramich
Mihangel Morgan,Ych-a-fi,234,May-19,Aberystwyth,disgust;Welsh Keywords (series);,https://www.planetmagazine.org.uk/planet-online/234/mihangel-morgan
"Gorman, Damian",Field Notes ,234,May-19,Derry;,poem;,poem;
"Apichella, Maria",Sunday Lunch with the Doctor,234,May-19,,poem;,poem;
"Jones, Liz",Methyr Tydfil to Cardiff,234,May-19,Merthyr Tydfil;Cardiff,infrastructure;Reading between the lines (series);,https://www.planetmagazine.org.uk/planet-online/234/liz-jones
"Green, Andrew",University challenged,235,Aug-19,University of Wales,higher education;universities,https://www.planetmagazine.org.uk/planet-online/235/andrew-green
"Todd, Russell",Casting off the Shackles: the Future of Community Development,235,Aug-19,,community;Welsh Government;social justice,https://www.planetmagazine.org.uk/planet-online/235/russell-todd
"Penrhyn-Jones, Sara",Kiribati More than a canary in a coalmine,235,Aug-19,Kiribati;pacific ocean,climate change;oceans;islands,https://www.planetmagazine.org.uk/planet-online/235/sara-penrhyn-jones
"Mazelis, Jo",A Forest of Fifty Years’ Work,235,Aug-19,National Museum Cardiff,art;David Nash;ecology;sculpture,https://www.planetmagazine.org.uk/planet-online/235/jo-mazelis
"Tregidga, Garry",Levant and Kernow: 100 Years On,235,Aug-19,St. Just;Cornwall;,tin;mining;brexit;,https://www.planetmagazine.org.uk/planet-online/235/garry-tregidga
"Stevenson, Peter",The Moon-eyed People,235,Aug-19,Appalachia;Aberaeron;Ohio;Afghanistan;Iraq;Lesvos;Aberart;Calais,folklore;coalmining,https://www.planetmagazine.org.uk/planet-online/235/peter-stevenson
"Rosiak, Karolina",“It’s a Matter of Finding a Cultural Community” Polish Migrants and the Welsh Language,235,Aug-19,,Poland;migration;language,https://www.planetmagazine.org.uk/planet-online/235/karolina-rosiak
"Edkins, Jenny",As it turned out ,235,Aug-19,,original literature,https://www.planetmagazine.org.uk/planet-online/235/poem/jenny-edkins
Manon Steffan Ros,Trugaredd,235,Aug-19,Tywyn,mercy;Welsh Keywords (series);,https://www.planetmagazine.org.uk/planet-online-235-manon-steffan-ros
"McKeand, Sophie",Apocalypse Road,235,Aug-19,,poem;,poem;
"Parker, Mike",Morfa Mawddach to Llandecwyn,235,Aug-19,Morfa Mawddach;Llandecwyn,infrastructure;Reading between the lines (series);,https://www.planetmagazine.org.uk/planet-online/235/mike-parker
