Author,Article title,Issue,Date,Subject location,Subject keywords
"Osmond, John","No Esperanto, no Euro-Dallas - just borderlands",85,Feb-1991,Europe;,minority languages;esperanto;globalisation;
"Gallagher, Tom",Common ground,85,Feb-1991,Transylvania;Romania,ethnic identity
"SAVILL, CHARMIAN C.",Theatre-in-Education in Wales is dead!,85,Feb-1991,,"Cwmni, Y;theatre"
"WILLIAMS, PHIL",Land of poets and scientists...,85,Feb-1991,,poetry;science
"Earle, Jean",Infiltrations from the media,85,Feb-1991,,poem;
"Steven, Kenneth C.",Glasgow,85,Feb-1991,,poem;
"SCHRAM, HRAFNHILDUR",Kristjan Davi­dsson,86,Apr-1991,Iceland,"Davidsson, Kristjan;art;painting;"
"REES, IOAN BOWEN",Why have a Welsh Countryside Council?,86,Apr-1991,,Countryside Council for Wales;conservation
"Choueiri, Youssef",The Gulf: victors and vanquished,86,Apr-1991,Iraq;Kuwait;,Gulf War
"Clifford, Desmond",Opting out: the future of grant maintained schools,86,Apr-1991,,
"Minhinnick, Robert",A green Disneyland?,86,Apr-1991,Ebbw Vale;,environment;Garden Festival Wales;
"Iorweth, Dylan",Two months,86,Apr-1991,,
Crombi,Cartoons,86,Apr-1991,,cartoons;
"TYLER, STEPHANIE",The Usk barrage and the environment,86,Apr-1991,Usk;Newport;,environment;Usk barrage
"SAVILLE, LIZ",Local funding of the arts,86,Apr-1991,,arts funding;
"Aitchison, John",International Centre for Protected Landscapes,86,Apr-1991,,conservation
"Beresford, Mike",International centre for Protected landscapes,86,Apr-1991,,conservation
"Arnason, Ragnar",Iceland and European convergence,86,Apr-1991,Iceland;,
"Gudmundsson, Halldor",The book market in Iceland,86,Apr-1991,Iceland;,publishing
"STEPHENS, MEIC",One man and his Wales,86,Apr-1991,,
"Hourahane, Shelagh",Sculpture in the landscape,86,Apr-1991,,Sculpture;art
"Osmond, John",Joining the four motors - Wales and Baden-Wurttemberg,86,Apr-1991,Wales;Germany;Baden-Wurtenberg;,European Community;European High-Technology Confederation
"Barnie, John",The candle in the window,86,Apr-1991,,
"Hill, Greg",the darkness that there is,86,Apr-1991,,
"Liddiard, Mark","Young, free and homelss?",86,Apr-1991,,young people;homelessness
"Lloyd-Morgan, G.",Vineyards in Roman Britain,86,Apr-1991,Great Britain;Rome;,
"Graham, Desmond",Blood shed,86,Apr-1991,,poem;
"Murray, Les A.",Kimberley brief,86,Apr-1991,,poem;
"Clancy, Joseph P.",Translating Kate Roberts,87,Jun-1991,,
"Harvie, Christopher",Marry in haste?,87,Jun-1991,Germany,
"Harris, John",A long low sigh across the waters,87,Jun-1991,,
"Osmond, John",Restructuring local government,87,Jun-1991,,local government;
"Iorweth, Dylan",Two months,87,Jun-1991,,column;current affairs;
"Davies, Karl",The Plaid/Green pact,87,Jun-1991,,Plaid Cymru;Green Party;politics
"Carter, Harold",The language and the census question,87,Jun-1991,,census 1991;language
Crombi,Cartoons,87,Jun-1991,,
"Clifford, Desmond",Opting out of Welsh,87,Jun-1991,,education;National Curriculumeducation;teaching of English in Wales
"Jones, Iwan Meical",More than we are aware of,87,Jun-1991,,Photography
"STEPHENS, MEIC",One man and his Wales,87,Jun-1991,,
"Hooker, Jeremy",Questions of identity,87,Jun-1991,,Anglo-Welsh literature;poetry;
"Herbert, Trevor",A lament for Sam hughes - the 'last ophicleidist',87,Jun-1991,,"brass bands;music;Hughes, Sam;ophicleide"
"Barnie, John",Those baby eyes,87,Jun-1991,Arctic;,animals;animal welfare;environment;inuit;
"REES, TERESA",Challenges for employers in the 1900s,87,Jun-1991,,demographic change;employment
"Beynon, B.W.",Man and wife at sea,87,Jun-1991,,poem;
"Curtis, Tony",Walking on water,87,Jun-1991,,poem;
"Finch, Peter",Taken to task,87,Jun-1991,,poem;
"Jones, Huw",L.S. Lowry,87,Jun-1991,,poem;
"Ali, Yasmin",Racism in fortress Europe,88,Aug-1991,,Europe;racism
"Iorweth, Dylan",Two months,88,Aug-1991,,column;current affairs;
"Davies, Karl",Eisteddfodau and teh bid for sponsors,88,Aug-1991,,arts funding;
"Minhinnick, Robert",Coastal pollution,88,Aug-1991,,pollution;environment;
"WEBB, TIM",The Property Act campaign,88,Aug-1991,,Cymdeithas yr Iaith Gymraeg;Property Act campaign;housing
"PIERCY, JILL",Eisteddfod arts and crafts 1992,88,Aug-1991,,art;Eisteddfod;crafts
Crombi,Cartoons,88,Aug-1991,,cartoons
"Grimshaw, Anna",Socialism or barbarism,88,Aug-1991,Carribbean;West Indies;,"Carribean literature;Historiography;James, CLR"
"STEPHENS, MEIC",One man and his Wales,88,Aug-1991,,Hymns;music
"Clancy, Joseph P.",On translating Pantycelyn,88,Aug-1991,,"Williams, William (Pantycelyn)"
"Morgan, Derec Llwyd",More than a sweet singer,88,Aug-1991,,
"Edwards, Huw",Cut for stone - Thomas Jones and eighteenth century surgery,88,Aug-1991,,"health;surgery;Jones, Thomas (1756-1820)"
"POWELL, DAVID",The Middle East: the new disorder,88,Aug-1991,Kurdistan,Arabs;Kurds;
"Barnie, John","King of the blues, poor man of American poetry",88,Aug-1991,United States,blues;music;poetry
"Jenkins, Nigel",Mary Lloyd Jones,88,Aug-1991,,"Lloyd Jones, Mary;art;painting"
"Clancy, Joseph P.",Three hymns (tr.),88,Aug-1991,,poem;
"Fahey, Diane",Bee flies,88,Aug-1991,,poem;
"Garlick, Raymond",The commuter,88,Aug-1991,,poem;
"Stewart, Pamela",Boys,88,Aug-1991,,poem;
"Williams, William (Pantycelyn)",Three hymns (tr. Joseph P. Clancy),88,Aug-1991,,poem;
"Jones, Marc",Wrecam Council for Action turns on the pressure,89,Oct-1991,Wrexham;,pressure groups;Wrecsam Council of Action
"WORTHINGTON, PHILIP HARRIS",Wrecsam Council of Action,89,Oct-1991,Wrexham;,pressure groups;Wrecsam Council of Action
"Minhinnick, Robert",Dock of the Bay,89,Oct-1991,Cardiff;,
"Jones, Ken",Towns for people,89,Oct-1991,Aberystwyth;,towns
"Iorweth, Dylan",Two months,89,Oct-1991,,column;current affairs;
"Balsom, Denis",Restructuring local government,89,Oct-1991,Dyfed;Aberystwyth,local government/authorities
Crombi,Cartoons,89,Oct-1991,,
"STOVELL, SUE",Rights of working mothers,89,Oct-1991,,Employment;women;Royal College of Midwives;
"Modise, Victor",A popular theatre - a people's literature,89,Oct-1991,South Africa;,theatre
"Davies, Mansel","Sir Fred Ayer, oxygen deficiency and Pascal",89,Oct-1991,,mystical experiences;oxygen deficiency;
"THOMAS, MARILYN",Redundant miners and the enterprise economy,89,Oct-1991,Eastern Europe,Coal industry;Eastern Europe;economics;
"WILLIAMS, KYFFIN",Sketches Images of Y Wladfa,89,Oct-1991,Argentina;Patagonia;,art;landscape;
"Crick, Bernard",Scottish nationalism at the crossroads,89,Oct-1991,Scotland;,Nationalism;Scottish
"Callard, D.A.",Rhys Davies and the welsh expatriate novel,89,Oct-1991,,"Davies, Rhys;literature"
"PEDERIN, IVAN",The collapse of Yugoslav communism,89,Oct-1991,Yugoslavia;Bosnia and Herzgovina;Serbia;Croatia;Slovenia;Kosovo;Macedonia;Montenegro;,Communism;
"Bidgood, Ruth",Bull in the nine-acre,89,Oct-1991,,poem;
"Jenkins, Mike",Carryin' on,89,Oct-1991,,poem;
"Nisbet, Robert",Notes on contributors,89,Oct-1991,,poem;
"Wright, Howard",The word,89,Oct-1991,,poem;
"Barnie, John","King of the blues, poor man of American poetry",90,Oct-1991,,
"Davies, Glyn",The face in the mirror,90,Oct-1991,Samoa;,rugby;national identity
"Harris, John",From his Presbyterian pinnacle,90,Oct-1991,Scotland;,"Melrose, Andrew"
"SMITH, DAI",Silent readers: invisible writing (National arts strategy: literature in the 1990s),90,Oct-1991,,arts;
"Iorweth, Dylan",Two months,90,Oct-1991,,column;current affairs;
"WILLIAMS, KEVIN",A year of bidding dangerously,90,Oct-1991,,
"Bune, Anders",The Fjaltring Windmill Association,90,Oct-1991,Fjaltring;Denmark,windmills
Crombi,Cartoons,90,Oct-1991,,cartoons
"REEVES, ROBIN",A Welsh Assembly,90,Oct-1991,,devolution
"REES, D.BEN",Gwenlyn Parry 1932-1991,90,Oct-1991,,"Drama;television;Parry, Gwenlyn"
"Minhinnick, Robert",My petition to the zookeeper (National arts strategy: literature in the 1990s),90,Oct-1991,,
"Minkes, John",Hanging not punishment enough,90,Oct-1991,,Crime;judicial system;law
"Davies, Janet",Bookshops into boutiques,90,Oct-1991,Czechoslovakia;Slovakia,language;media;publishing
"Conran, Tony",The debatable land,90,Oct-1991,,drama;tragedy
"REES, IOAN BOWEN",The cultural rights of the peoples of Europe,90,Oct-1991,Europe,cultural rights
"Barnie, John",Against the warehouse keepers,90,Oct-1991,Sweden,poetry
"Evans, Neil",Public culture and the past,90,Oct-1991,,Historiography
"Curtis, Tony",Brady's glass,90,Oct-1991,,poem;
"Thomas, R.S.",Anybody's alphabet,90,Oct-1991,,poem;
"POOLE, RICHARD",Literature in the nineties,91,Feb-1992,,
"Callard, D.A.",Literature in the nineties,91,Feb-1992,,
"Barnie, John",Where next?,91,Feb-1992,,
"Bartlett, David",Literature in the nineties,91,Feb-1992,,
"Iorweth, Dylan",Two months,91,Feb-1992,,column;current affairs;
"THOMAS, NED",Literature in the nineties,91,Feb-1992,,literature;
"Clancy, Joseph P.",Literature in the nineties,91,Feb-1992,,literature;
"Osmond, John",Literature in the nineties,91,Feb-1992,,literature;
Crombi,Cartoons,91,Feb-1992,,cartoons
"Murray, Nicholas",Literature in the nineties,91,Feb-1992,,literature;
"WATSON, ROBERT",Literature in the nineties,91,Feb-1992,,literature;
"Barnes, David Russell",Taliesin East and West,91,Feb-1992,,"architecture;Wright, Frank Lloyd"
"Lloyd-Morgan, Ceridwen",A local institution ,91,Feb-1992,,"Butler, Lady Eleanor;Llangollen, Ladies of;Ponsonby, Sarah"
"Dukes, Alan",The Irish economy and the European Community,91,Feb-1992,Ireland;,Easter Rising 1916;economics
"O Gadhra, Nollaig",American culture and its impact on Ireland,91,Feb-1992,Ireland;USA;,American culture;
"STEPHENS, MEIC",One man and his Wales,91,Feb-1992,United States of America;Wales,
"Minhinnick, Robert",A wind of change,91,Feb-1992,,wind power;environment;
"REES, IOAN BOWEN","Wales today, nation or market?",91,Feb-1992,,economics;politics;
"SAVILL, CHARMIAN C.",Women in Welsh theatre: saying their piece,91,Feb-1992,,"Owen, Gwenith;theatrewomen"
"RIFBJERG, KLAUS",Culture and the post-modern bazaar,91,Feb-1992,Denmark,culture;post-modernism
"Fulton, Robin",Three poems,91,Feb-1992,,poem;
"Humphreys, Emyr",Show business,91,Feb-1992,,poem;
"Pritchard, Selwyn",Family album i.m. Haydn,91,Feb-1992,,poem;
"Harvie, Christopher",Two legs good: four wheels better,92,Apr-1992,,
"Harrison, Mark",Russia 1992: the making of an economic catastrophe,92,Apr-1992,Russia;Moscow;,economics
"Iorweth, Dylan",Two months,92,Apr-1992,,column;current affairs;
"PARRY, MORGAN",Roads to freedom?,92,Apr-1992,,Roads;infrastructure
"Osmond, John",Devolution then and now,92,Apr-1992,,devolution;
Ffrancon,Dai Dialectic,92,Apr-1992,,cartoon;
"PRYS, DELYTH",Creating new terms in Welsh,92,Apr-1992,,translation
"Davies, Geraint Talfan",Broadcasting and the nation,92,Apr-1992,,broadcasting;
"Cole, Stuart",Whose transport?,92,Apr-1992,,transport;trains
"Lord, Peter",Two pictures in a tradition,92,Apr-1992,,art;Painting of and in Wales
"Geary, Roger",Meibion Glyndwr - folk devils or folk heroes?,92,Apr-1992,,Media;arson campaign;Meibion Glyndwr
"SMITH, DAI",Approaching Zobole,92,Apr-1992,,"Zobole, Ernest;"
"THOMAS, NED",R.S. Thomas: the guestion about technology,92,Apr-1992,,"Thomas, R.S;poetry"
"Hill, Greg",Drowned voices,92,Apr-1992,,culture;postmodernism
"Gregson, Ian",Speaking under the sea,92,Apr-1992,,poem;
"Henry, Paul",Amnesia (a border town),92,Apr-1992,,poem;
"Keen, Alice",Two poems,92,Apr-1992,,poem;
"Thomas, Ned",Post-Election Blues and Greens and Reds,93,,,politics;elections
"Muir, Elizabeth J. ",Business women's clubs,93,Jun-1992,,
"Griffiths, Gwyn",Canada - not just two nations,93,Jun-1992,Canada,"Inuit;Kuptana, Rosemarie"
"Iorweth, Dylan",Two months,93,Jun-1992,,column;current affairs;
"Davies, Ivor",Art of Wales,93,Jun-1992,,art;
"THOMAS, NED",Post-election blues and greens and reds,93,Jun-1992,,elections;
"Lloyd-Morgan, Ceridwen",New acquisitions at the National Library,93,Jun-1992,,National Library of Wales;art;
Ffrancon,Dai Dialectic,93,Jun-1992,,cartoon;
"SAVILL, CHARMIAN C.",The Welsh Internationational Children's Theatre Festival,93,Jun-1992,,International Children's Theatre Festival
"Lord, Peter",Art and patriotism,93,Jun-1992,,art;patriotism;
"Griffiths, Basil",The South Wales race riots,93,Jun-1992,Cardiff;,The South Wales race riots 1919
"Hoskins, R.E.",Five hundred years of resistance,93,Jun-1992,Mexico;,
"Lewis, Malcolm",Between Two Worlds the Kickapoo of Mexico,93,Jun-1992,Mexico;,Kickapoo
"Feld, Val",What chance for women?,93,Jun-1992,,Employment;women
"YOUNG, ROBIN",Hans Kinck,93,Jun-1992,Norway,Norwegian literature
"Barlow, Martin",From the interior,93,Jun-1992,,Sculpture
"PUGH, SHEENAGH",Katte country,93,Jun-1992,German Democratic Republic,"Katte, Hans Hermann"
"Conran, Tony",Ferns,93,Jun-1992,,ferns;nature
"Hughes, Liz",The Local Jigsaw: partnership in community action,93,Jun-1992,,Local Jigsaw Campaign
"Beynon, B.W.",Incident at Tan-yr-Allt,93,Jun-1992,,poem;
"Graham, Desmond",The marching bands (for?),93,Jun-1992,,poem;
"Morgan, Robert",School,93,Jun-1992,,poem;
"Murray, Les A.",Extract from a verse novel in progress,93,Jun-1992,,poem;
"Oakes, Graham",Telegraph station,93,Jun-1992,,poem;
"Pugh, Sheenagh",The man in the mausoleum,93,Jun-1992,,poem;
"REES, IOAN BOWEN",Devolution: Wales cannont wait,94,Aug-1994,,devolution
"WILLIAMS, KEVIN",The Celtic film festival,94,Aug-1994,,celtic film;
"Iorweth, Dylan",Two months,94,Aug-1994,,column;current affairs;
"Caldwell, Neil",From Rio to rural Wales,94,Aug-1994,Rio de Janeiro;,Earth Summit;environment;climate change
Ffrancon,Dai Dialectic,94,Aug-1994,,cartoon;
"THOMAS, NED",1492 and all that,94,Aug-1994,,"native Americans;Colombus, Christopher"
"Beagan, Glenda","To find a speech, a tongue",94,Aug-1994,,"Identity;language;Gaelic, Scottish;identity"
"Aaron, Jane",Daughters of dissent,94,Aug-1994,,Methodist Revival;poetry;women
"Hooker, Jeremy",Doubly subversive (interview with Bobi Jones),94,Aug-1994,,poetry;religious
"Jones, Bobi",Doubly subversive (interview with Jeremy Hooker),94,Aug-1994,,poetry;religious
"Owen, Geraint Dynfallt",A glimpse of Brittany in 1933,94,Aug-1994,Brittany;France;,
"PRICE-OWEN, ANNE",Drawing back the curtain,94,Aug-1994,,art;landscape;
"Barnie, John",The stone threshold,94,Aug-1994,,animals;animal welfare;vegetarianism
"Lord, Peter",The genius loci insulted,94,Aug-1994,,architecture;
"WILLIAMS, COLIN H.",On the recognition of minorities in contemporary Greece,94,Aug-1994,Greece,Minorities
"Beagan, Glenda",Shaman,94,Aug-1994,,poem;
"Finch, Peter",Women women,94,Aug-1994,,poem;
"Heslop, Helen",See them,94,Aug-1994,,poem;
"Meredith, Christopher",Five poems,94,Aug-1994,,poem;
"Stewart, Pamela",My mind's Persia,94,Aug-1994,,poem;
"Argemi, Aureli",Language laws - the European context,95,Oct-1992,Catalunya;,"Academi Gymreig, Yr;Catalan;language;;minority languages;law"
"Gruffydd, Dyfed Elis",Publishing in Wales - 1 (interview with David Lloyd),95,Oct-1992,,publishing;
"Lloyd, David",Publishing in Wales 1 (interview wwith Dyfed Elis Gruffydd),95,Oct-1992,,publishing;
"Iorweth, Dylan",Two months,95,Oct-1992,,column;current affairs;
"Barnes, David Russell",Our Life's Patten,95,Oct-1992,,"Choice and Diversity White Paper;Patten, John;education;"
"Jones, Ken",Towards a Green Welsh future?,95,Oct-1992,,Green Party;politics;Plaid Cymru
Ffrancon,Dai Dialectic,95,Oct-1992,,cartoon;
"Davies, Gwen",Garden Festival Wales,95,Oct-1992,Ebbw Vale;,Garden Festival Wales
"Gower, Jon",Campaign for the countryside,95,Oct-1992,,Countryside;conservation;
"Conran, Tony",Bedwyr Lewis Jones,95,Oct-1992,,"Jones, Bedwyr Lewis;"
"Harvie, Christopher",England's Jeffrey Archer,95,Oct-1992,,"Archer, Jeffrey;"
"Lord, Peter",Life before Wilson,95,Oct-1992,,art
"SRIVASTAVA, SATYENDRA",Hindi-Urdu: collaboration ratl conflict,95,Oct-1992,India;Bangladesh;Bhutan;Maldives;Nepal;Pakistan;Sri Lanka;,languages;hindi;urdu
"Davies, Mansel",Encountering one's betters,95,Oct-1992,,"Needham, Joseph;scholarship;Thatcher, Margaret"
"Barnie, John",Limits to imagination,95,Oct-1992,,"evolution, human;extinction theory"
"Davies, John, historian",Wales and Ireland,95,Oct-1992,Ireland;Wales;,
"Hooker, Jeremy",The sun centred in darkness,95,Oct-1992,,"Casey, Gerard;"
"Curtis, Simon",Accountancy and quatrains,95,Oct-1992,,poem;
"Jenkins, Mike",Among the debris,95,Oct-1992,,poem;
"Kapoor, Suman K.",Broken oarlocks,95,Oct-1992,,poem;
"Murray, Les A.",Two poems,95,Oct-1992,,poem;
"Srivastava, Satyendra",Three poems,95,Oct-1992,,poem;
"Barnes, David Russell",Constitutional fatigue- the 1992 Canadian referendum,96,Dec-1992,Canada;Quebec;,minority languages
"THOMAS, NED",Ten years on,96,Dec-1992,,S4C
"Iorweth, Dylan",Two months,96,Dec-1992,,column;current affairs;
"Lord, Peter",The bells of Lubeck,96,Dec-1992,Lubeck;Germany;,culture;World War II
"SWEET, COLIN",Coal - filling the policy vacuum,96,Dec-1992,,Coal industry
"WILLIAMS, KEVIN",Crisis in Welsh television,96,Dec-1992,,
"Osmond, John","Self-government, Taff-Ely style",96,Dec-1992,Taff Ely,devolution;local government/authorities
Ffrancon,Dai Dialectic,96,Dec-1992,,cartoon;
"SMITH, JOHN",Maesteg railway reopened,96,Dec-1992,Maesteg,railways
"Davies, Gwen",The painter in glass,96,Dec-1992,,art;stained glass;
"Lloyd, David",Publishing in Wales 2 - interview with Cary Archard,96,Dec-1992,,publishing;
"THOMAS, DAVID",The buildings we deserve,96,Dec-1992,,architecture;
"Fryde, Edmund",Under scrutiny,96,Dec-1992,,
"Finch, Peter",Doing it live,96,Dec-1992,,Anglo-Welsh literature;poetry;
"Evans, Meredydd","Saunders Lewis, Tim Williams and The Jewish Chronicle",96,Dec-1992,,"anti-Semitism;Jewish Chronicle, The;Lewis, Saunders;"
"Mourby, Adrian",Hard sell,96,Dec-1992,,Tunis
"Charles, Nickie",The funding of Welsh Women's Aid,96,Dec-1992,,Welsh Women's Aid
"Curtis, Tony",Coeurs de plomb,96,Dec-1992,,poem;
"Earle, Jean",Three poems on Utah,96,Dec-1992,,poem;
"Gill, G.K.",Crazy Jane heeds the words of the poet and the playwright,96,Dec-1992,,poem;
"Jenkins, Mike",Graffiti narratives,96,Dec-1992,,poem;
"Nisbet, Robert",Supermarket stretch,96,Dec-1992,,poem;
"Pau-Llosa, Ricardo",La historia me absolvera,96,Dec-1992,,poem;
"Poole, Richard",Three poems,96,Dec-1992,,poem;
"Osmond, John","Self-government, Taff-Ely style",97,Feb-1993,Taff Ely,devolution;local government/authorities
"Aitchison, John",The Welsh language in 1991 - a broken heartland and a new beginning?,97,Feb-1993,,census 1991;language
"Carter, Harold",The Welsh language in 1991 - a broken heartland anda new beginning?,97,Feb-1993,,census 1991;language
"Iorweth, Dylan",Two months,97,Feb-1993,,column;current affairs;
"Minhinnick, Robert",Swansea - City of Literature,97,Feb-1993,Swansea;,literature;Swansea-City of Literature
,Maastricht and the environment,97,Feb-1993,Maastricht,environment;Maastricht Treaty
"Davies, Janet",The 1992 Manifesto of Cymdeithas yr Iaith Gymraeg,97,Feb-1993,,Cymdeithas yr Iaith Gymraeg;Manifesto 1992
"WATSON, ALAN",Facing the facts - the legacy of contaminated land in Wales,97,Feb-1993,,contaminated land
"THOMAS, PHILIP",Housing Gypsies,97,Feb-1993,,Gypsies
Ffrancon,Dai Dialectic,97,Feb-1993,,cartoon;
"REES, TERESA",New technologies anda ha'porth of Tar,97,Feb-1993,,Industry;information technology;training;
"WEBB, BARBARA",Morland Lewis a painter remembered,97,Feb-1993,,"Lewis, Edward Morland;Painting of and in Wales"
"Gramich, Katie",Gossips and pioneers,97,Feb-1993,,"Lewis, Saunders;Roberts, Kate"
"Osmond, John",Double doomsday,97,Feb-1993,,politics
"Lord, Peter",Iconoclasm and conversation,97,Feb-1993,,art criticsim;National Library of Wales;
"YOUNG, ROBIN",Thinking in images,97,Feb-1993,Norway,Norwegian literature;poetry
"Harris, John",Queen of the rushes,97,Feb-1993,,"Puddicombe, Anne Adaliza;Raine, Allen, pseud"
"Davies, Grahame",the far Right,97,Feb-1993,,National Front Cymru;political identity;Welsh Distributist Movement;political identity'Conservative Pary
"Noaks, Lesley",Assaults against the police - a growing problem?,97,Feb-1993,,Crime;assaults against police
"Carr, Sally",Cornish garden,97,Feb-1993,,poem;
"Clancy, Joseph P.",Saint David's last sermon (tr.),97,Feb-1993,,poem;
"Lewis, Saunders",Pregeth olaf Dewi Sant/Saint david's last sermon (tr. Joseph P. Clancy),97,Feb-1993,,poem;
"Mehren, Stein",Five poems (tr. Robin Young),97,Feb-1993,,poem;
"Young, Robin",Five poems (tr.),97,Feb-1993,,poem;
"Loffler, Marion",Die Zeit on Wales,98,Apr-1993,Germany,journalism
"Lloyd-Morgan, Ceridwen",Letter from Canada,98,Apr-1993,Canada;,
"THOMAS, PHILIP",Secret police on trial,98,Apr-1993,Caernarfon;,arson campaign;judicial system;Caernarfon case;MI5;Meibion Glyndwr
"Iorweth, Dylan",Two months,98,Apr-1993,,column;current affairs;
"WILLIAMS, KEVIN",Serving the nation? Deterioration in TV programming,98,Apr-1993,,television;
"Minhinnick, Robert",Oil and gas exploration,98,Apr-1993,,fossil fuels;environment;coal;oil;gas;
"Osmond, John",Plaid Cymru crisis,98,Apr-1993,,Plaid Cymru;
Ffrancon,Dai Dialectic,98,Apr-1993,,cartoon;
"Barnes, David Russell",Nationalising our schools,98,Apr-1993,,education;devolution
"Lord, Peter",Harry Hughes Williams - in context,98,Apr-1993,,Painting of and in Wales;art
"PETRO, PAMELA J.",From Baedeker's London to Pauper's Paris,98,Apr-1993,,Guidebooks;tourism;
"Beale, Andrew",False dawn at Masstricht,98,Apr-1993,Maastricht;Netherlands;,Minorities;culture
"Geary, Roger",False dawn at Maastricht?,98,Apr-1993,Maastricht;Netherlands;,Minorities;culture
"Owen, Richard",False dawn at Masstricht?,98,Apr-1993,Maastricht;Netherlands;,Minorities;culture
"Francis, Bernard J.",Taffy Bowen's Kamikazes,98,Apr-1993,,"Bowen, W.G.;"
"Cayford, Joanne",The national newspaper of Wales?,98,Apr-1993,,Western Mail;newspapers
"Farringdon, Jill",Theology and feminism,98,Apr-1993,,Feminism;theology;
"PUGH, SHEENAGH",Gone to Caithness,98,Apr-1993,Shetland Isles;Scotland,language
"THOMAS, R.S.",Birding,98,Apr-1993,,bird-watching;ornithology
"Bidgood, Ruth",Starlings,98,Apr-1993,,poem;
"Bidgood, Ruth",January road,98,Apr-1993,,poem;
Ehedydd Ial,Although my flesh is straw (tr. R.S. Thomas),98,Apr-1993,,poem;
"Moules, Sue",Falling into the trap,98,Apr-1993,,poem;
"Thomas, R.S.",Although my flesh is straw (tr.),98,Apr-1993,,poem;
"Bratman, Marilyn",San Francisco Festival,99,Apr-1993,San Francisco;,arts;Welsh Arts Festival;San Francisco;
"Lloyd-Morgan, Ceridwen",From pre- to post-feminism?,99,Apr-1993,,Feminism
"Minhinnick, Robert",Looking at Plato's garden,99,Apr-1993,,
"Iorweth, Dylan",Two months,99,Apr-1993,,column;current affairs;
"WATSON, ALAN","Pollution, profit and Dwr Cymru",99,Apr-1993,,Dwr Cymru;water industry
"Jones, P. Bernard",The English curriculum,99,Apr-1993,England;,education;teaching of English in Wales
"SWEET, COLIN",Coal and energy,99,Apr-1993,,Coal industry
Ffrancon,Dai Dialectic,99,Apr-1993,,cartoon;
"Evans, Neil",Regional government in Britain,99,Apr-1993,,regional government
"Chayat, Sherry",Kim Waale,99,Apr-1993,Cazenovia College,"Waale, Kim;sculpture;"
"Adams, David",A well-kept secret,99,Apr-1993,,
"Gardner, Paula",Out of the wilderness,99,Apr-1993,,Music;jazz
"Osmond, John",The last outpost of imperialism,99,Apr-1993,,imperialism;broadcasting;Broadcasting Council for Wales;
"Conran, Tony",Tribal poetry and the Gogynfeirdd,99,Apr-1993,Africa;,poetry
"Loffler, Marion",The Celtic enemy - visions of a German journalist,99,Apr-1993,Germany;,"Zeit, Die;journalism"
"Chomsky, Noam",Noam Chomsky in Wales (interview with Philip Thomas),99,Apr-1993,Massachusetts Institute of Technology,"Chomsky, Noam;"
"THOMAS, PHILIP",Noam Chomsky in Wales (interview),99,Apr-1993,Massachusetts Institute of Technology,"Chomsky, Noam;"
"Hooker, Jeremy",A story of a poem and a sculpture,99,Apr-1993,Ebbw Vale,"Garden Festival Wales;Grandjean, Lee"
"Clancy, Thomas Owen",Rebelllionin death's kingdom,99,Apr-1993,Scotland,"Gaelic, Scottish"
"Gould, Alan",Two poems,99,Apr-1993,,poem;
"Hooker, Jeremy",The witness: Ebbw Vale,99,Apr-1993,,poem;
"Keen, Alice",Four poems,99,Apr-1993,,poem;
"Miles, Kathy",On the passing on of matter,99,Apr-1993,,poem;
"THOMAS, NED",Language rights or language management,100,Aug-1993,,language;
"THOMAS, NED",Welsh bards and English reviewers,100,Aug-1993,,"Thomas, R.S."
"Barnie, John",Realpolitik and Utopia,100,Aug-1993,,environment
"WILLIAMS, PHIL",Science and society,100,Aug-1993,,politics;science
"Iorweth, Dylan",Two months,100,Aug-1993,,column;current affairs;
"Minhinnick, Robert",The wind farm argument,100,Aug-1993,,wind power;environment;
Ffrancon,Dai Dialectic,100,Aug-1993,,cartoon;
"Gwyddbwyll, Pryderi",A National Literature Centre in Swansea,100,Aug-1993,Swansea;,
"Costigan, Ruth",Inside Welsh magistrates' courts,100,Aug-1993,,
"THOMAS, PHILIP",Inside Welsh magistrates' courts,100,Aug-1993,,judicial system;Magistrates Courts;law
"Morris, Jan",Barbados,100,Aug-1993,Barbados;,
"VINCENTELLI, MOIRA",Welsh dressers and ceramic display,100,Aug-1993,,art;cultural meaning;china;Welsh dressers;
"WILLIAMS, KEVIN",Misrepresenting Wales,100,Aug-1993,,broadcasting;national identity;
"Lloyd-Morgan, Ceridwen",Summer on the mountainL the new guerillas,100,Aug-1993,,tourism
"PARRY, ARFON","""We don't want it changed, just nicely wrapped""",100,Aug-1993,Denmark;Maastricht,Maastricht Treaty
"Davies, Gwen",Creating a tradition,100,Aug-1993,,art;
"Edwards, Huw",Reading heads,100,Aug-1993,,Phrenology
"PAYNE, FFRANSIS G.",Strolling players (tr. Meic Stephens),100,Aug-1993,,
"John, Ieuan G.",Challenge and response,100,Aug-1993,,
"Evans, Neil",Unlocking the secrets of the Island,100,Aug-1993,,British identity;
"Evans, Christine",Four poems,100,Aug-1993,,poem;
"Hill, Greg",J.S.L. (tr.),100,Aug-1993,,poem;
"Parry, Robert Williams",J.S.L. (tr. Greg Hill),100,Aug-1993,,poem;
"Jenkins, Nigel",The old central library: a Swansea performance,200,Nov-2010,Swansea,theatre;libraries
"Bala, Iwan",We have the plans...Mostyn and Plas-Glyn-Weddw,200,Nov-2010,Llandudno;Llanbedrog,art;galleries;exhibitions
